@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute jaw-1 numeric
@attribute outputs-1 numeric

@data
3121,'2022/06/01 16:22:01:212',9,27.362076,1
3122,'2022/06/01 16:22:01:243',9,27.426165,1
3123,'2022/06/01 16:22:01:276',9,27.619925,1
3124,'2022/06/01 16:22:01:312',9,27.860622,1
3125,'2022/06/01 16:22:01:345',9,27.831158,1
3126,'2022/06/01 16:22:01:378',9,28.127491,1
3127,'2022/06/01 16:22:01:402',9,28.32868,1
3128,'2022/06/01 16:22:01:445',9,28.281706,1
3129,'2022/06/01 16:22:01:466',9,28.247566,1
3130,'2022/06/01 16:22:01:511',9,28.141228,1
3131,'2022/06/01 16:22:01:544',9,28.077196,1
3132,'2022/06/01 16:22:01:577',9,28.01543,1
3133,'2022/06/01 16:22:01:611',9,27.827229,1
3134,'2022/06/01 16:22:01:645',9,27.737513,1
3135,'2022/06/01 16:22:01:677',9,27.713541,1
3136,'2022/06/01 16:22:01:711',9,27.917412,1
3137,'2022/06/01 16:22:01:746',9,28.086193,1
3138,'2022/06/01 16:22:01:769',9,28.041267,1
3139,'2022/06/01 16:22:01:812',9,27.915581,1
3140,'2022/06/01 16:22:01:834',9,27.876581,1
3141,'2022/06/01 16:22:01:878',9,27.945847,1
3142,'2022/06/01 16:22:01:928',9,28.068901,1
3143,'2022/06/01 16:22:01:968',9,27.787567,1
3144,'2022/06/01 16:22:01:992',9,27.890068,1
3145,'2022/06/01 16:22:02:016',9,27.906946,1
3146,'2022/06/01 16:22:02:043',9,27.64032,1
3147,'2022/06/01 16:22:02:078',9,27.839563,1
3148,'2022/06/01 16:22:02:112',9,27.839947,1
3149,'2022/06/01 16:22:02:145',9,28.110037,1
3150,'2022/06/01 16:22:02:168',9,28.127563,1
3151,'2022/06/01 16:22:02:215',9,28.294069,1
3152,'2022/06/01 16:22:02:237',9,28.30031,1
3153,'2022/06/01 16:22:02:297',9,27.692423,1
3154,'2022/06/01 16:22:02:319',9,27.396557,1
3155,'2022/06/01 16:22:02:362',9,27.567595,1
3156,'2022/06/01 16:22:02:384',9,27.58293,1
3157,'2022/06/01 16:22:02:416',9,27.508137,1
3158,'2022/06/01 16:22:02:453',9,27.630592,1
3159,'2022/06/01 16:22:02:485',9,27.486204,1
3160,'2022/06/01 16:22:02:507',9,27.586641,1
3161,'2022/06/01 16:22:02:546',9,27.659992,1
3162,'2022/06/01 16:22:02:569',9,27.662224,1
3163,'2022/06/01 16:22:02:616',9,27.49222,1
3164,'2022/06/01 16:22:02:662',9,27.547359,1
3165,'2022/06/01 16:22:02:685',9,27.6355,1
3166,'2022/06/01 16:22:02:736',9,27.702265,1
3167,'2022/06/01 16:22:02:762',9,27.959303,1
3168,'2022/06/01 16:22:02:785',9,28.043468,1
3169,'2022/06/01 16:22:02:814',9,28.088045,1
3170,'2022/06/01 16:22:02:845',9,28.071589,1
3171,'2022/06/01 16:22:02:879',9,28.248041,1
3172,'2022/06/01 16:22:02:911',9,28.177238,1
3173,'2022/06/01 16:22:02:956',9,28.471994,1
3174,'2022/06/01 16:22:02:980',9,28.539377,1
3175,'2022/06/01 16:22:03:031',9,28.44433,1
3176,'2022/06/01 16:22:03:054',9,27.77767,1
3177,'2022/06/01 16:22:03:097',9,27.387774,1
3178,'2022/06/01 16:22:03:120',9,27.367023,1
3179,'2022/06/01 16:22:03:164',9,27.100203,1
3180,'2022/06/01 16:22:03:187',9,27.172598,1
3181,'2022/06/01 16:22:03:209',9,27.028034,1
3182,'2022/06/01 16:22:03:247',9,27.192137,1
3183,'2022/06/01 16:22:03:280',9,27.183014,1
3184,'2022/06/01 16:22:03:313',9,27.195101,1
3185,'2022/06/01 16:22:03:337',9,27.280764,1
3186,'2022/06/01 16:22:03:396',9,27.465763,1
3187,'2022/06/01 16:22:03:419',9,27.453693,1
3188,'2022/06/01 16:22:03:464',9,27.557085,1
3189,'2022/06/01 16:22:03:487',9,27.567545,1
3190,'2022/06/01 16:22:03:532',9,27.576479,1
3191,'2022/06/01 16:22:03:556',9,27.665775,1
3192,'2022/06/01 16:22:03:580',9,27.835791,1
3193,'2022/06/01 16:22:03:614',9,27.785572,1
3194,'2022/06/01 16:22:03:645',9,27.751747,1
3195,'2022/06/01 16:22:03:680',9,27.778166,1
3196,'2022/06/01 16:22:03:714',9,27.593603,1
3197,'2022/06/01 16:22:03:766',9,27.526838,1
3198,'2022/06/01 16:22:03:798',9,27.597332,1
3199,'2022/06/01 16:22:03:820',9,27.621044,1
3200,'2022/06/01 16:22:03:863',9,27.552294,1
3201,'2022/06/01 16:22:03:885',9,27.568932,1
3202,'2022/06/01 16:22:03:912',9,27.557093,1
3203,'2022/06/01 16:22:03:946',9,27.387459,1
3204,'2022/06/01 16:22:03:979',9,27.35955,1
3205,'2022/06/01 16:22:04:016',9,27.294802,1
3206,'2022/06/01 16:22:04:045',9,27.245787,1
3207,'2022/06/01 16:22:04:079',9,27.11128,1
3208,'2022/06/01 16:22:04:134',9,27.086164,1
3209,'2022/06/01 16:22:04:156',9,27.231144,1
3210,'2022/06/01 16:22:04:197',9,27.20158,1
3211,'2022/06/01 16:22:04:219',9,27.137743,1
3212,'2022/06/01 16:22:04:264',9,27.144978,1
3213,'2022/06/01 16:22:04:286',9,27.111473,1
3214,'2022/06/01 16:22:04:330',9,27.143553,1
3215,'2022/06/01 16:22:04:353',9,27.02746,1
3216,'2022/06/01 16:22:04:375',9,27.032099,1
3217,'2022/06/01 16:22:04:412',9,26.931562,1
3218,'2022/06/01 16:22:04:446',9,27.175785,1
3219,'2022/06/01 16:22:04:479',9,27.254446,1
3220,'2022/06/01 16:22:04:530',9,27.403492,1
3221,'2022/06/01 16:22:04:552',9,27.507671,1
3222,'2022/06/01 16:22:04:599',9,27.423197,1
3223,'2022/06/01 16:22:04:620',9,27.509485,1
3224,'2022/06/01 16:22:04:664',9,27.614178,1
3225,'2022/06/01 16:22:04:688',9,27.008287,1
3226,'2022/06/01 16:22:04:714',9,26.819899,1
3227,'2022/06/01 16:22:04:746',9,26.661678,1
3228,'2022/06/01 16:22:04:780',9,26.370901,1
3229,'2022/06/01 16:22:04:814',9,26.493835,1
3230,'2022/06/01 16:22:04:850',9,26.50235,1
3231,'2022/06/01 16:22:04:897',9,26.404694,1
3232,'2022/06/01 16:22:04:930',9,26.189962,1
3233,'2022/06/01 16:22:04:953',9,26.224779,1
3234,'2022/06/01 16:22:05:003',9,26.127378,1
3235,'2022/06/01 16:22:05:030',9,26.185703,1
3236,'2022/06/01 16:22:05:055',9,26.094229,1
3237,'2022/06/01 16:22:05:097',9,25.896584,1
3238,'2022/06/01 16:22:05:119',9,25.977175,1
3239,'2022/06/01 16:22:05:147',9,25.815477,1
3240,'2022/06/01 16:22:05:180',9,25.763336,1
3241,'2022/06/01 16:22:05:215',9,26.047152,1
3242,'2022/06/01 16:22:05:263',9,26.379013,1
3243,'2022/06/01 16:22:05:297',9,26.549423,1
3244,'2022/06/01 16:22:05:319',9,26.699408,1
3245,'2022/06/01 16:22:05:363',9,26.652527,1
3246,'2022/06/01 16:22:05:385',9,26.555525,1
3247,'2022/06/01 16:22:05:433',9,26.910025,1
3248,'2022/06/01 16:22:05:454',9,27.120012,1
3249,'2022/06/01 16:22:05:506',9,27.413233,1
3250,'2022/06/01 16:22:05:529',9,27.264523,1
3251,'2022/06/01 16:22:05:559',9,27.222719,1
3252,'2022/06/01 16:22:05:584',9,27.109421,1
3253,'2022/06/01 16:22:05:629',9,26.896523,1
3254,'2022/06/01 16:22:05:666',9,26.894369,1
3255,'2022/06/01 16:22:05:689',9,26.828789,1
3256,'2022/06/01 16:22:05:731',9,26.677774,1
3257,'2022/06/01 16:22:05:753',9,26.588713,1
3258,'2022/06/01 16:22:05:798',9,26.271835,1
3259,'2022/06/01 16:22:05:820',9,26.112545,1
3260,'2022/06/01 16:22:05:847',9,25.993742,1
3261,'2022/06/01 16:22:05:893',9,25.807407,1
3262,'2022/06/01 16:22:05:921',9,25.730177,1
3263,'2022/06/01 16:22:05:944',9,25.409424,1
3264,'2022/06/01 16:22:06:000',9,25.24439,1
3265,'2022/06/01 16:22:06:031',9,25.187796,1
3266,'2022/06/01 16:22:06:065',9,25.092472,1
3267,'2022/06/01 16:22:06:099',9,24.877066,1
3268,'2022/06/01 16:22:06:123',9,24.936235,1
3269,'2022/06/01 16:22:06:165',9,24.796146,1
3270,'2022/06/01 16:22:06:189',9,24.66543,1
3271,'2022/06/01 16:22:06:232',9,24.584194,1
3272,'2022/06/01 16:22:06:255',9,24.514688,1
3273,'2022/06/01 16:22:06:280',9,24.507671,1
3274,'2022/06/01 16:22:06:313',9,24.49313,1
3275,'2022/06/01 16:22:06:365',9,24.580364,1
3276,'2022/06/01 16:22:06:397',9,24.643476,1
3277,'2022/06/01 16:22:06:431',9,24.882261,1
3278,'2022/06/01 16:22:06:463',9,24.90753,1
3279,'2022/06/01 16:22:06:496',9,24.923252,1
3280,'2022/06/01 16:22:06:532',9,24.988829,1
3281,'2022/06/01 16:22:06:553',9,25.066362,1
3282,'2022/06/01 16:22:06:598',9,25.140669,1
3283,'2022/06/01 16:22:06:620',9,25.274017,1
3284,'2022/06/01 16:22:06:647',9,25.239302,1
3285,'2022/06/01 16:22:06:691',9,25.446516,1
3286,'2022/06/01 16:22:06:733',9,25.739124,1
3287,'2022/06/01 16:22:06:763',9,26.068354,1
3288,'2022/06/01 16:22:06:796',9,26.284679,1
3289,'2022/06/01 16:22:06:831',9,26.469692,1
3290,'2022/06/01 16:22:06:866',9,26.757586,1
3291,'2022/06/01 16:22:06:890',9,27.070387,1
3292,'2022/06/01 16:22:06:934',9,26.994989,1
3293,'2022/06/01 16:22:06:959',9,27.319326,1
3294,'2022/06/01 16:22:07:000',9,27.448227,1
3295,'2022/06/01 16:22:07:022',9,27.569633,1
3296,'2022/06/01 16:22:07:065',9,27.629538,1
3297,'2022/06/01 16:22:07:099',9,27.844709,1
3298,'2022/06/01 16:22:07:131',9,27.992558,1
3299,'2022/06/01 16:22:07:165',9,28.117508,1
3300,'2022/06/01 16:22:07:198',9,28.175819,1
3301,'2022/06/01 16:22:07:231',9,28.22591,1
3302,'2022/06/01 16:22:07:265',9,28.083206,1
3303,'2022/06/01 16:22:07:288',9,28.104628,1
3304,'2022/06/01 16:22:07:333',9,28.366503,1
3305,'2022/06/01 16:22:07:357',9,28.255667,1
3306,'2022/06/01 16:22:07:399',9,28.169868,1
3307,'2022/06/01 16:22:07:422',9,28.038052,1
3308,'2022/06/01 16:22:07:465',9,28.028463,1
3309,'2022/06/01 16:22:07:499',9,27.73163,1
3310,'2022/06/01 16:22:07:532',9,27.86722,1
3311,'2022/06/01 16:22:07:565',9,27.643702,1
3312,'2022/06/01 16:22:07:598',9,27.435665,1
3313,'2022/06/01 16:22:07:633',9,27.305689,1
3314,'2022/06/01 16:22:07:668',9,26.979973,1
3315,'2022/06/01 16:22:07:692',9,26.874605,1
3316,'2022/06/01 16:22:07:732',9,26.586205,1
3317,'2022/06/01 16:22:07:754',9,26.53224,1
3318,'2022/06/01 16:22:07:809',9,26.44499,1
3319,'2022/06/01 16:22:07:852',9,26.456751,1
3320,'2022/06/01 16:22:07:877',9,26.314182,1
3321,'2022/06/01 16:22:07:900',9,26.086111,1
3322,'2022/06/01 16:22:07:931',9,26.044163,1
3323,'2022/06/01 16:22:07:973',9,25.790216,1
3324,'2022/06/01 16:22:08:003',9,25.546682,1
3325,'2022/06/01 16:22:08:028',9,25.362659,1
3326,'2022/06/01 16:22:08:068',9,25.289848,1
3327,'2022/06/01 16:22:08:091',9,25.223146,1
3328,'2022/06/01 16:22:08:133',9,25.148111,1
3329,'2022/06/01 16:22:08:156',9,24.978558,1
3330,'2022/06/01 16:22:08:199',9,25.030552,1
3331,'2022/06/01 16:22:08:235',9,24.82564,1
3332,'2022/06/01 16:22:08:266',9,24.778402,1
3333,'2022/06/01 16:22:08:299',9,24.779766,1
3334,'2022/06/01 16:22:08:334',9,24.661139,1
3335,'2022/06/01 16:22:08:366',9,24.754457,1
3336,'2022/06/01 16:22:08:399',9,24.754253,1
3337,'2022/06/01 16:22:08:432',9,24.769258,1
3338,'2022/06/01 16:22:08:465',9,24.800968,1
3339,'2022/06/01 16:22:08:486',9,24.898928,1
3340,'2022/06/01 16:22:08:531',9,25.130695,1
3341,'2022/06/01 16:22:08:583',9,25.257439,1
3342,'2022/06/01 16:22:08:608',9,25.343187,1
3343,'2022/06/01 16:22:08:657',9,25.428152,1
3344,'2022/06/01 16:22:08:683',9,25.611614,1
3345,'2022/06/01 16:22:08:707',9,25.634378,1
3346,'2022/06/01 16:22:08:729',9,25.763939,1
3347,'2022/06/01 16:22:08:764',9,25.9634,1
3348,'2022/06/01 16:22:08:799',9,26.049263,1
3349,'2022/06/01 16:22:08:840',9,26.188274,1
3350,'2022/06/01 16:22:08:864',9,26.397242,1
3351,'2022/06/01 16:22:08:899',9,26.583799,1
3352,'2022/06/01 16:22:08:952',9,26.598333,1
3353,'2022/06/01 16:22:08:975',9,26.71203,1
3354,'2022/06/01 16:22:09:017',9,26.901812,1
3355,'2022/06/01 16:22:09:049',9,27.0895,1
3356,'2022/06/01 16:22:09:072',9,27.276171,1
3357,'2022/06/01 16:22:09:098',9,27.473808,1
3358,'2022/06/01 16:22:09:133',9,27.5303,1
3359,'2022/06/01 16:22:09:183',9,27.883392,1
3360,'2022/06/01 16:22:09:206',9,27.817465,1
3361,'2022/06/01 16:22:09:229',9,28.116215,1
3362,'2022/06/01 16:22:09:267',9,27.882952,1
3363,'2022/06/01 16:22:09:290',9,28.219505,1
3364,'2022/06/01 16:22:09:523',9,26.29261,1
3365,'2022/06/01 16:22:09:547',9,26.347849,1
3366,'2022/06/01 16:22:09:569',9,26.474012,1
3367,'2022/06/01 16:22:09:593',9,26.719141,1
3368,'2022/06/01 16:22:09:632',9,26.716684,1
3369,'2022/06/01 16:22:09:667',9,26.768957,1
3370,'2022/06/01 16:22:09:718',9,26.793108,1
3371,'2022/06/01 16:22:09:741',9,26.765833,1
3372,'2022/06/01 16:22:09:785',9,26.520094,1
3373,'2022/06/01 16:22:09:808',9,26.302034,1
3374,'2022/06/01 16:22:09:852',9,26.370869,1
3375,'2022/06/01 16:22:09:876',9,26.441687,1
3376,'2022/06/01 16:22:09:899',9,26.495804,1
3377,'2022/06/01 16:22:09:934',9,26.5576,1
3378,'2022/06/01 16:22:09:969',9,26.629492,1
3379,'2022/06/01 16:22:09:999',9,26.701712,1
3380,'2022/06/01 16:22:10:034',9,26.42716,1
3381,'2022/06/01 16:22:10:085',9,26.318386,1
3382,'2022/06/01 16:22:10:108',9,26.103848,1
3383,'2022/06/01 16:22:10:152',9,25.99774,1
3384,'2022/06/01 16:22:10:175',9,25.762136,1
3385,'2022/06/01 16:22:10:218',9,25.667648,1
3386,'2022/06/01 16:22:10:242',9,25.559994,1
3387,'2022/06/01 16:22:10:265',9,25.217262,1
3388,'2022/06/01 16:22:10:300',9,25.136665,1
3389,'2022/06/01 16:22:10:334',9,25.026354,1
3390,'2022/06/01 16:22:10:368',9,24.804895,1
3391,'2022/06/01 16:22:10:400',9,24.553383,1
3392,'2022/06/01 16:22:10:452',9,24.565716,1
3393,'2022/06/01 16:22:10:474',9,24.26951,1
3394,'2022/06/01 16:22:10:518',9,23.978422,1
3395,'2022/06/01 16:22:10:540',9,23.811209,1
3396,'2022/06/01 16:22:10:587',9,23.355097,1
